pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-8849be,13.015573,77.596042,F-02-02,D-020201,,,LT-9m-Steel,W-002,560094,KSPDB-D-020201-P-8849be
P-e91bb4,13.015439,77.59582,F-02-02,D-020201,,,LT-9m-PCC,W-085,560089,KSPDB-D-020201-P-e91bb4
P-c47f7a,13.015338,77.595542,F-02-02,D-020201,,,LT-9m-Steel,W-090,560023,
P-d94020,13.015203,77.595741,F-02-02,D-020201,,,LT-9m-Steel,W-093,560046,KSPDB-D-020201-P-d94020
P-a1bb79,13.015091,77.59588,F-02-02,D-020201,,,LT-9m-PCC,W-101,560035,KSPDB-D-020201-P-a1bb79
P-3c646b,13.014949,77.595999,F-02-02,D-020201,,,LT-9m-Steel,W-026,560076,KSPDB-D-020201-P-3c646b
P-a05811,13.014782,77.596205,F-02-02,D-020201,,,LT-9m-PCC,W-046,560047,KSPDB-D-020201-P-a05811
P-a93369,13.014652,77.59635,F-02-02,D-020201,,,LT-9m-PCC,W-006,560036,KSPDB-D-020201-P-a93369
P-5f7510,13.015231,77.595355,F-02-02,D-020201,,,LT-9m-Steel,W-120,560040,KSPDB-D-020201-P-5f7510
P-72fc9e,13.015101,77.595154,F-02-02,D-020201,,,LT-9m-PCC,W-002,560024,KSPDB-D-020201-P-72fc9e
P-88bcdb,13.015002,77.594956,F-02-02,D-020201,,,LT-9m-Steel,W-086,560021,KSPDB-D-020201-P-88bcdb
P-48a728,13.014905,77.594726,F-02-02,D-020201,,,LT-9m-Steel,W-010,560022,
P-0f534d,13.01478,77.59448,F-02-02,D-020201,,,LT-8m-Steel,W-083,560047,KSPDB-D-020201-P-0f534d
P-611e73,13.014629,77.594217,F-02-02,D-020201,,,LT-8m-Steel,W-060,560032,KSPDB-D-020201-P-611e73
P-3edad7,13.014511,77.593956,F-02-02,D-020201,,,LT-9m-PCC,W-110,560096,KSPDB-D-020201-P-3edad7
P-3f62d0,13.014369,77.594162,F-02-02,D-020201,,,LT-8m-Steel,W-055,560022,KSPDB-D-020201-P-3f62d0
P-c81e94,13.014251,77.594367,F-02-02,D-020201,,,LT-9m-PCC,W-002,560094,KSPDB-D-020201-P-c81e94
P-e4f95f,13.014411,77.593764,F-02-02,D-020201,,,LT-9m-Steel,W-022,560066,KSPDB-D-020201-P-e4f95f
P-a33b65,13.014307,77.593541,F-02-02,D-020201,,,LT-9m-Steel,W-035,560021,KSPDB-D-020201-P-a33b65
P-a3b618,13.014154,77.593276,F-02-02,D-020201,,,LT-8m-Steel,W-105,560024,
P-3a512a,13.014057,77.593056,F-02-02,D-020201,,,LT-8m-Steel,W-052,560044,KSPDB-D-020201-P-3a512a
P-416da5,13.009112,77.598867,F-02-02,D-020202,,,LT-8m-Steel,W-089,560063,KSPDB-D-020202-P-416da5
P-26a196,13.00949,77.598974,F-02-02,D-020202,,,LT-9m-Steel,W-114,560024,KSPDB-D-020202-P-26a196
P-805db7,13.009786,77.59907,F-02-02,D-020202,,,LT-9m-PCC,W-090,560030,KSPDB-D-020202-P-805db7
P-48fa79,13.010109,77.599176,F-02-02,D-020202,,,LT-9m-PCC,W-054,560071,KSPDB-D-020202-P-48fa79
P-0af2b4,13.010438,77.599245,F-02-02,D-020202,,,LT-9m-Steel,W-087,560088,KSPDB-D-020202-P-0af2b4
P-80ba35,13.010735,77.599333,F-02-02,D-020202,,,LT-8m-Steel,W-100,560013,KSPDB-D-020202-P-80ba35
P-25199a,13.011017,77.599408,F-02-02,D-020202,,,LT-9m-Steel,W-113,560026,KSPDB-D-020202-P-25199a
P-e078e9,13.011391,77.599508,F-02-02,D-020202,,,LT-8m-Steel,W-118,560062,KSPDB-D-020202-P-e078e9
P-4d3ac0,13.01168,77.599542,F-02-02,D-020202,,,LT-8m-Steel,W-006,560093,KSPDB-D-020202-P-4d3ac0
P-2864cc,13.012004,77.599621,F-02-02,D-020202,,,LT-8m-Steel,W-002,560096,KSPDB-D-020202-P-2864cc
P-93c4c9,13.012289,77.599741,F-02-02,D-020202,,,LT-9m-Steel,W-099,560082,KSPDB-D-020202-P-93c4c9
P-6e8108,13.012658,77.599864,F-02-02,D-020202,,,LT-9m-PCC,W-086,560076,KSPDB-D-020202-P-6e8108
P-24d71b,13.012976,77.599928,F-02-02,D-020202,,,LT-9m-Steel,W-089,560022,KSPDB-D-020202-P-24d71b
P-8efd55,13.013261,77.599976,F-02-02,D-020202,,,LT-8m-Steel,W-085,560071,KSPDB-D-020202-P-8efd55
P-022e09,13.013548,77.600076,F-02-02,D-020202,,,LT-8m-Steel,W-085,560059,KSPDB-D-020202-P-022e09
P-7e4d69,13.013839,77.600105,F-02-02,D-020202,,,LT-9m-PCC,W-108,560088,KSPDB-D-020202-P-7e4d69
P-812f9e,13.014165,77.600217,F-02-02,D-020202,,,LT-9m-PCC,W-002,560030,KSPDB-D-020202-P-812f9e
P-562b90,13.014491,77.600307,F-02-02,D-020202,,,LT-9m-Steel,W-109,560073,KSPDB-D-020202-P-562b90
P-ef0126,13.014769,77.600355,F-02-02,D-020202,,,LT-9m-PCC,W-010,560051,KSPDB-D-020202-P-ef0126
P-e2879b,13.014766,77.600062,F-02-02,D-020202,,,LT-9m-PCC,W-043,560016,KSPDB-D-020202-P-e2879b
P-8cc997,13.014738,77.599781,F-02-02,D-020202,,,LT-9m-Steel,W-029,560058,
P-6e7e04,13.014788,77.599504,F-02-02,D-020202,,,LT-8m-Steel,W-105,560068,KSPDB-D-020202-P-6e7e04
P-37dc01,13.014767,77.599275,F-02-02,D-020202,,,LT-8m-Steel,W-103,560021,
P-972ef6,13.014796,77.598952,F-02-02,D-020202,,,LT-8m-Steel,W-058,560073,KSPDB-D-020202-P-972ef6
P-4a6011,13.014817,77.598652,F-02-02,D-020202,,,LT-9m-Steel,W-084,,KSPDB-D-020202-P-4a6011
P-680cd2,13.01506,77.600425,F-02-02,D-020202,,,LT-8m-Steel,W-053,560080,KSPDB-D-020202-P-680cd2
P-dda760,13.015362,77.600493,F-02-02,D-020202,,,LT-9m-PCC,W-106,560087,KSPDB-D-020202-P-dda760
P-a3d9d2,13.015647,77.60062,F-02-02,D-020202,,,LT-9m-Steel,W-082,560075,KSPDB-D-020202-P-a3d9d2
P-610f1b,13.015678,77.600771,F-02-02,D-020202,,,LT-9m-Steel,W-027,560068,
P-499454,13.015748,77.600923,F-02-02,D-020202,,,LT-8m-Steel,W-047,560038,KSPDB-D-020202-P-499454
P-ca0740,13.015767,77.60111,F-02-02,D-020202,,,LT-8m-Steel,W-043,560089,KSPDB-D-020202-P-ca0740
P-8b5529,13.015824,77.601296,F-02-02,D-020202,,,LT-9m-Steel,W-061,560056,KSPDB-D-020202-P-8b5529
P-02495d,13.01581,77.601469,F-02-02,D-020202,,,LT-9m-Steel,W-058,560094,KSPDB-D-020202-P-02495d
P-85ad02,13.015857,77.601628,F-02-02,D-020202,,,LT-9m-PCC,W-001,560091,KSPDB-D-020202-P-85ad02
P-ebb037,13.015984,77.600725,F-02-02,D-020202,,,LT-8m-Steel,W-071,560099,KSPDB-D-020202-P-ebb037
P-379b5f,13.015982,77.600974,F-02-02,D-020202,,,LT-9m-PCC,W-006,560073,KSPDB-D-020202-P-379b5f
P-c6182a,13.016011,77.601214,F-02-02,D-020202,,,LT-9m-PCC,W-106,560062,KSPDB-D-020202-P-c6182a
P-2d1777,13.016308,77.600781,F-02-02,D-020202,,,LT-9m-PCC,W-033,560034,KSPDB-D-020202-P-2d1777
P-167a6f,13.016589,77.600826,F-02-02,D-020202,,,LT-9m-PCC,W-120,560037,KSPDB-D-020202-P-167a6f
P-f11785,13.01687,77.600949,F-02-02,D-020202,,,LT-8m-Steel,W-106,560053,KSPDB-D-020202-P-f11785
P-807783,13.0172,77.601078,F-02-02,D-020202,,,LT-9m-PCC,W-097,560091,KSPDB-D-020202-P-807783
P-e4d5ec,13.017533,77.60113,F-02-02,D-020202,,,LT-9m-Steel,W-076,560067,KSPDB-D-020202-P-e4d5ec
P-bc5781,13.017889,77.601175,F-02-02,D-020202,,,LT-8m-Steel,W-085,560074,KSPDB-D-020202-P-bc5781
P-d80061,13.018202,77.601282,F-02-02,D-020202,,,LT-9m-PCC,W-064,,KSPDB-D-020202-P-d80061
P-c0dc4d,13.018569,77.601341,F-02-02,D-020202,,,LT-9m-Steel,W-007,560065,KSPDB-D-020202-P-c0dc4d
P-822aac,13.009015,77.604521,F-02-02,D-020203,,,LT-9m-Steel,W-062,560032,KSPDB-D-020203-P-822aac
P-202b4a,13.009293,77.604473,F-02-02,D-020203,,,LT-9m-Steel,W-075,560026,KSPDB-D-020203-P-202b4a
P-6e507f,13.009525,77.604405,F-02-02,D-020203,,,LT-9m-PCC,W-050,560087,KSPDB-D-020203-P-6e507f
P-20e64b,13.009806,77.604306,F-02-02,D-020203,,,LT-8m-Steel,W-065,560063,KSPDB-D-020203-P-20e64b
P-873e10,13.009663,77.604398,F-02-02,D-020203,,,LT-9m-Steel,W-118,560041,KSPDB-D-020203-P-873e10
P-abea1d,13.009512,77.604422,F-02-02,D-020203,,,LT-8m-Steel,W-051,560047,KSPDB-D-020203-P-abea1d
P-7a450a,13.009415,77.604478,F-02-02,D-020203,,,LT-8m-Steel,W-104,560062,
P-6bfdae,13.009332,77.604526,F-02-02,D-020203,,,LT-9m-Steel,W-090,560075,KSPDB-D-020203-P-6bfdae
P-b8973d,13.010133,77.604274,F-02-02,D-020203,,,LT-8m-Steel,W-108,560050,KSPDB-D-020203-P-b8973d
P-26990c,13.010056,77.604532,F-02-02,D-020203,,,LT-9m-Steel,W-095,560090,KSPDB-D-020203-P-26990c
P-47661b,13.009923,77.604754,F-02-02,D-020203,,,LT-9m-PCC,W-026,560047,KSPDB-D-020203-P-47661b
P-7708f0,13.009857,77.604916,F-02-02,D-020203,,,LT-9m-Steel,W-045,560026,KSPDB-D-020203-P-7708f0
P-8d8dbd,13.009716,77.605156,F-02-02,D-020203,,,LT-9m-Steel,W-084,560032,KSPDB-D-020203-P-8d8dbd
P-a9f9c6,13.009606,77.605355,F-02-02,D-020203,,,LT-9m-Steel,W-070,560051,KSPDB-D-020203-P-a9f9c6
P-f18f04,13.010416,77.604206,F-02-02,D-020203,,,LT-9m-Steel,W-015,560081,KSPDB-D-020203-P-f18f04
P-a60058,13.01074,77.604113,F-02-02,D-020203,,,LT-8m-Steel,W-075,560095,KSPDB-D-020203-P-a60058
P-a010e6,13.011024,77.604037,F-02-02,D-020203,,,LT-9m-Steel,W-054,560078,KSPDB-D-020203-P-a010e6
P-894ede,13.011315,77.603931,F-02-02,D-020203,,,LT-8m-Steel,W-113,560011,KSPDB-D-020203-P-894ede
P-874b2e,13.011321,77.603827,F-02-02,D-020203,,,LT-9m-Steel,W-014,,KSPDB-D-020203-P-874b2e
P-7f2ebf,13.011295,77.603742,F-02-02,D-020203,,,LT-9m-PCC,W-007,560035,KSPDB-D-020203-P-7f2ebf
P-2d9fd4,13.011347,77.603641,F-02-02,D-020203,,,LT-8m-Steel,W-097,560046,KSPDB-D-020203-P-2d9fd4
P-5f3a02,13.011635,77.603851,F-02-02,D-020203,,,LT-9m-Steel,W-033,560017,KSPDB-D-020203-P-5f3a02
P-66eeae,13.011596,77.604087,F-02-02,D-020203,,,LT-9m-Steel,W-101,560079,KSPDB-D-020203-P-66eeae
P-00cf2c,13.011582,77.604402,F-02-02,D-020203,,,LT-9m-PCC,W-046,560023,KSPDB-D-020203-P-00cf2c
P-d46e88,13.011893,77.603755,F-02-02,D-020203,,,LT-9m-Steel,W-112,560081,KSPDB-D-020203-P-d46e88
P-754599,13.01171,77.603637,F-02-02,D-020203,,,LT-9m-PCC,W-096,560059,KSPDB-D-020203-P-754599
P-ba031c,13.011584,77.603463,F-02-02,D-020203,,,LT-9m-PCC,W-066,560099,KSPDB-D-020203-P-ba031c
P-9dbf79,13.011423,77.603294,F-02-02,D-020203,,,LT-8m-Steel,W-089,560058,KSPDB-D-020203-P-9dbf79
P-d9db86,13.011327,77.603185,F-02-02,D-020203,,,LT-8m-Steel,W-054,560097,KSPDB-D-020203-P-d9db86
P-aed0f6,13.011153,77.603044,F-02-02,D-020203,,,LT-8m-Steel,W-071,560042,KSPDB-D-020203-P-aed0f6
P-733b3c,13.012166,77.603727,F-02-02,D-020203,,,LT-9m-PCC,W-080,560066,KSPDB-D-020203-P-733b3c
P-513687,13.012403,77.603688,F-02-02,D-020203,,,LT-9m-PCC,W-117,560092,KSPDB-D-020203-P-513687
P-e2f32f,13.012634,77.603598,F-02-02,D-020203,,,LT-8m-Steel,W-097,560087,KSPDB-D-020203-P-e2f32f
P-34670c,13.012933,77.603516,F-02-02,D-020203,,,LT-9m-PCC,W-100,560034,KSPDB-D-020203-P-34670c
P-e58c4c,13.0132,77.603427,F-02-02,D-020203,,,LT-8m-Steel,W-058,560097,KSPDB-D-020203-P-e58c4c
P-74b975,13.013484,77.603309,F-02-02,D-020203,,,LT-9m-PCC,W-024,560075,KSPDB-D-020203-P-74b975
P-69e69b,13.013741,77.603185,F-02-02,D-020203,,,LT-9m-PCC,W-049,560045,KSPDB-D-020203-P-69e69b
P-d354f9,13.014013,77.603107,F-02-02,D-020203,,,LT-9m-Steel,W-034,560084,KSPDB-D-020203-P-d354f9
P-13ac6c,13.014251,77.603062,F-02-02,D-020203,,,LT-8m-Steel,W-001,560029,KSPDB-D-020203-P-13ac6c
P-cb3757,13.014532,77.602992,F-02-02,D-020203,,,LT-9m-PCC,W-020,560086,KSPDB-D-020203-P-cb3757
P-a60a25,13.014837,77.602874,F-02-02,D-020203,,,LT-9m-PCC,W-100,560088,KSPDB-D-020203-P-a60a25
P-b654eb,13.015113,77.602833,F-02-02,D-020203,,,LT-9m-Steel,W-039,560083,KSPDB-D-020203-P-b654eb
P-f62f92,13.015424,77.602756,F-02-02,D-020203,,,LT-9m-Steel,W-046,560050,KSPDB-D-020203-P-f62f92
P-30ef4d,13.01568,77.602641,F-02-02,D-020203,,,LT-9m-Steel,W-029,560076,KSPDB-D-020203-P-30ef4d
P-b7aa5f,13.016002,77.602533,F-02-02,D-020203,,,LT-9m-PCC,W-101,560063,KSPDB-D-020203-P-b7aa5f
P-83fb8a,13.016325,77.602455,F-02-02,D-020203,,,LT-9m-Steel,W-069,560054,KSPDB-D-020203-P-83fb8a
P-f380a3,13.016579,77.602332,F-02-02,D-020203,,,LT-9m-PCC,W-114,560052,KSPDB-D-020203-P-f380a3
P-c5f204,13.016823,77.6023,F-02-02,D-020203,,,LT-8m-Steel,W-047,560089,KSPDB-D-020203-P-c5f204
P-4f6621,13.017075,77.602234,F-02-02,D-020203,,,LT-9m-Steel,W-061,560093,KSPDB-D-020203-P-4f6621
P-169c27,13.017364,77.602112,F-02-02,D-020203,,,LT-9m-PCC,W-015,560067,KSPDB-D-020203-P-169c27
P-b4ad35,13.017655,77.602042,F-02-02,D-020203,,,LT-9m-PCC,W-116,560089,KSPDB-D-020203-P-b4ad35
P-7eb504,13.017939,77.601928,F-02-02,D-020203,,,LT-9m-PCC,W-006,560051,KSPDB-D-020203-P-7eb504
P-df3b7c,13.018229,77.601891,F-02-02,D-020203,,,LT-8m-Steel,W-118,560024,KSPDB-D-020203-P-df3b7c
P-05c112,13.018488,77.601856,F-02-02,D-020203,,,LT-8m-Steel,W-033,560046,KSPDB-D-020203-P-05c112
P-525e3b,13.018716,77.601815,F-02-02,D-020203,,,LT-9m-PCC,W-117,560057,KSPDB-D-020203-P-525e3b
P-1e1197,13.018948,77.601783,F-02-02,D-020203,,,LT-9m-Steel,W-103,560072,
P-9b0ee1,13.019253,77.601679,F-02-02,D-020203,,,LT-9m-PCC,W-038,560034,KSPDB-D-020203-P-9b0ee1
P-6ae529,13.019499,77.601607,F-02-02,D-020203,,,LT-8m-Steel,W-066,560022,KSPDB-D-020203-P-6ae529
P-638795,13.019788,77.601479,F-02-02,D-020203,,,LT-9m-PCC,W-099,560010,
P-0b660c,13.020105,77.601404,F-02-02,D-020203,,,LT-9m-Steel,W-009,560090,KSPDB-D-020203-P-0b660c
P-454508,13.020396,77.601304,F-02-02,D-020203,,,LT-9m-PCC,W-111,560023,KSPDB-D-020203-P-454508
P-acbe5a,13.020645,77.601257,F-02-02,D-020203,,,LT-9m-PCC,W-069,560065,
P-cab692,13.020912,77.601173,F-02-02,D-020203,,,LT-9m-Steel,W-105,560097,KSPDB-D-020203-P-cab692
P-459f9d,13.021208,77.601057,F-02-02,D-020203,,,LT-9m-PCC,W-004,560052,KSPDB-D-020203-P-459f9d
P-655d41,13.021475,77.600974,F-02-02,D-020203,,,LT-9m-PCC,W-012,560032,KSPDB-D-020203-P-655d41
P-bdd434,13.021735,77.600857,F-02-02,D-020203,,,LT-8m-Steel,W-072,560039,KSPDB-D-020203-P-bdd434
P-c18ac1,13.022049,77.600759,F-02-02,D-020203,,,LT-8m-Steel,W-053,560090,KSPDB-D-020203-P-c18ac1
P-86157e,13.022376,77.600664,F-02-02,D-020203,,,LT-8m-Steel,W-056,560059,KSPDB-D-020203-P-86157e
P-6a834f,13.022642,77.600612,F-02-02,D-020203,,,LT-9m-Steel,W-016,560092,KSPDB-D-020203-P-6a834f
P-071f12,13.02292,77.600491,F-02-02,D-020203,,,LT-9m-Steel,W-080,560084,KSPDB-D-020203-P-071f12
P-770e45,13.023169,77.600372,F-02-02,D-020203,,,LT-9m-PCC,W-090,560055,KSPDB-D-020203-P-770e45
P-9eba60,13.013115,77.585588,F-02-03,D-020301,1,,LT-9m-Steel,W-014,560097,KSPDB-D-020301-P-9eba60
P-57023c,13.013393,77.585498,F-02-03,D-020301,2,P-9eba60,LT-8m-Steel,W-078,560066,KSPDB-D-020301-P-57023c
P-030429,13.0137,77.585437,F-02-03,D-020301,3,P-57023c,LT-8m-Steel,W-051,560013,KSPDB-D-020301-P-030429
P-cd1f2d,13.013954,77.585337,F-02-03,D-020301,4,P-030429,LT-8m-Steel,W-021,560027,KSPDB-D-020301-P-cd1f2d
P-506d4f,13.014205,77.585252,F-02-03,D-020301,5,P-cd1f2d,LT-9m-Steel,W-051,560079,KSPDB-D-020301-P-506d4f
P-7ab24c,13.014412,77.585172,F-02-03,D-020301,6,P-506d4f,LT-8m-Steel,W-082,560096,KSPDB-D-020301-P-7ab24c
P-32fd55,13.014703,77.585133,F-02-03,D-020301,7,P-7ab24c,LT-9m-Steel,W-083,560011,KSPDB-D-020301-P-32fd55
P-f6ef76,13.014907,77.585034,F-02-03,D-020301,8,P-32fd55,LT-9m-Steel,W-112,560025,KSPDB-D-020301-P-f6ef76
P-2cdd01,13.015052,77.585208,F-02-03,D-020301,9,P-f6ef76,LT-9m-PCC,W-001,560060,KSPDB-D-020301-P-2cdd01
P-369bdc,13.015218,77.585361,F-02-03,D-020301,10,P-2cdd01,LT-9m-Steel,W-071,560049,KSPDB-D-020301-P-369bdc
P-790d21,13.015383,77.585501,F-02-03,D-020301,11,P-369bdc,LT-9m-PCC,W-096,560054,KSPDB-D-020301-P-790d21
P-966154,13.015543,77.585713,F-02-03,D-020301,12,P-790d21,LT-9m-PCC,W-053,560075,KSPDB-D-020301-P-966154
P-829c01,13.015138,77.585028,F-02-03,D-020301,13,P-f6ef76,LT-9m-PCC,W-021,560088,
P-bdd440,13.015353,77.585021,F-02-03,D-020301,14,P-829c01,LT-8m-Steel,W-025,560095,KSPDB-D-020301-P-bdd440
P-431013,13.015639,77.584947,F-02-03,D-020301,15,P-bdd440,LT-9m-Steel,W-110,560080,KSPDB-D-020301-P-431013
P-e28a05,13.015921,77.584858,F-02-03,D-020301,16,P-431013,LT-8m-Steel,W-083,560047,KSPDB-D-020301-P-e28a05
P-792e68,13.016176,77.584753,F-02-03,D-020301,17,P-e28a05,LT-9m-Steel,W-009,560035,KSPDB-D-020301-P-792e68
P-fead22,13.016352,77.584807,F-02-03,D-020301,18,P-792e68,LT-9m-Steel,W-075,560052,KSPDB-D-020301-P-fead22
P-667007,13.016527,77.584866,F-02-03,D-020301,19,P-fead22,LT-8m-Steel,W-017,560040,KSPDB-D-020301-P-667007
P-a08a2c,13.01672,77.584869,F-02-03,D-020301,20,P-667007,LT-9m-PCC,W-037,560034,KSPDB-D-020301-P-a08a2c
P-eaaec0,13.016945,77.584918,F-02-03,D-020301,21,P-a08a2c,LT-8m-Steel,W-063,560088,KSPDB-D-020301-P-eaaec0
P-0a0fd1,13.016441,77.584696,F-02-03,D-020301,22,P-792e68,LT-9m-Steel,W-040,560029,KSPDB-D-020301-P-0a0fd1
P-b0b0f0,13.016694,77.584645,F-02-03,D-020301,23,P-0a0fd1,LT-9m-Steel,W-073,560050,KSPDB-D-020301-P-b0b0f0
P-32a886,13.016899,77.58457,F-02-03,D-020301,24,P-b0b0f0,LT-8m-Steel,W-022,,KSPDB-D-020301-P-32a886
P-03808e,13.016981,77.584798,F-02-03,D-020301,25,P-32a886,LT-9m-PCC,W-101,560092,KSPDB-D-020301-P-03808e
P-56b0fb,13.01699,77.585003,F-02-03,D-020301,26,P-03808e,LT-8m-Steel,W-036,560027,KSPDB-D-020301-P-56b0fb
P-2d7c13,13.017097,77.58524,F-02-03,D-020301,27,P-56b0fb,LT-9m-Steel,W-094,560071,KSPDB-D-020301-P-2d7c13
P-2d49ff,13.017185,77.585456,F-02-03,D-020301,28,P-2d7c13,LT-8m-Steel,W-058,560049,KSPDB-D-020301-P-2d49ff
P-0c146a,13.017267,77.585673,F-02-03,D-020301,29,P-2d49ff,LT-8m-Steel,W-071,560092,KSPDB-D-020301-P-0c146a
P-2cbc26,13.017119,77.584527,F-02-03,D-020301,30,P-32a886,LT-9m-Steel,W-011,560027,KSPDB-D-020301-P-2cbc26
P-266ee8,13.01741,77.584432,F-02-03,D-020301,31,P-2cbc26,LT-9m-Steel,W-026,560090,KSPDB-D-020301-P-266ee8
P-cc40ea,13.017615,77.584422,F-02-03,D-020301,32,P-266ee8,LT-9m-PCC,W-094,560012,KSPDB-D-020301-P-cc40ea
P-cafa4b,13.017565,77.584334,F-02-03,D-020301,33,P-cc40ea,LT-9m-Steel,W-081,560084,KSPDB-D-020301-P-cafa4b
P-7c7863,13.017524,77.584289,F-02-03,D-020301,34,P-cafa4b,LT-9m-Steel,W-052,560037,KSPDB-D-020301-P-7c7863
P-0bc1a9,13.017867,77.584401,F-02-03,D-020301,35,P-cc40ea,LT-9m-PCC,W-071,560079,KSPDB-D-020301-P-0bc1a9
P-a29e30,13.018144,77.584346,F-02-03,D-020301,36,P-0bc1a9,LT-8m-Steel,W-084,560056,KSPDB-D-020301-P-a29e30
P-f4dff5,13.018451,77.584286,F-02-03,D-020301,37,P-a29e30,LT-8m-Steel,W-029,560085,
P-2e7e86,13.018754,77.584225,F-02-03,D-020301,38,P-f4dff5,LT-9m-Steel,W-110,560069,KSPDB-D-020301-P-2e7e86
P-383376,13.019014,77.584186,F-02-03,D-020301,39,P-2e7e86,LT-9m-Steel,W-066,560056,KSPDB-D-020301-P-383376
P-d53839,13.019288,77.584161,F-02-03,D-020301,40,P-383376,LT-9m-Steel,W-002,560088,KSPDB-D-020301-P-d53839
P-9d9687,13.019541,77.584151,F-02-03,D-020301,41,P-d53839,LT-9m-Steel,W-022,560027,KSPDB-D-020301-P-9d9687
P-d0ecf0,13.019775,77.58414,F-02-03,D-020301,42,P-9d9687,LT-8m-Steel,W-021,560082,KSPDB-D-020301-P-d0ecf0
P-5ea52c,13.020058,77.584105,F-02-03,D-020301,43,P-d0ecf0,LT-9m-Steel,W-112,560071,KSPDB-D-020301-P-5ea52c
P-864d99,13.020312,77.584045,F-02-03,D-020301,44,P-5ea52c,LT-8m-Steel,W-006,560072,KSPDB-D-020301-P-864d99
P-2c1780,13.020612,77.584011,F-02-03,D-020301,45,P-864d99,LT-9m-PCC,W-009,560039,KSPDB-D-020301-P-2c1780
P-d934c0,13.020875,77.583958,F-02-03,D-020301,46,P-2c1780,LT-9m-PCC,W-086,560056,KSPDB-D-020301-P-d934c0
P-c566c4,13.021119,77.583885,F-02-03,D-020301,47,P-d934c0,LT-8m-Steel,W-061,560015,KSPDB-D-020301-P-c566c4
P-2c59fb,13.021336,77.583779,F-02-03,D-020301,48,P-c566c4,LT-9m-PCC,W-084,560076,KSPDB-D-020301-P-2c59fb
P-a546e4,13.021547,77.583767,F-02-03,D-020301,49,P-2c59fb,LT-9m-Steel,W-107,560043,KSPDB-D-020301-P-a546e4
P-f1d445,13.021828,77.583679,F-02-03,D-020301,50,P-a546e4,LT-9m-Steel,W-070,560058,KSPDB-D-020301-P-f1d445
P-423a00,13.022059,77.583629,F-02-03,D-020301,51,P-f1d445,LT-9m-Steel,W-049,560093,KSPDB-D-020301-P-423a00
P-a8963a,13.022273,77.583597,F-02-03,D-020301,52,P-423a00,LT-9m-PCC,W-067,560038,KSPDB-D-020301-P-a8963a
P-8bb75e,13.022481,77.583582,F-02-03,D-020301,53,P-a8963a,LT-9m-Steel,W-052,560054,
P-26d5c2,13.022707,77.583482,F-02-03,D-020301,54,P-8bb75e,LT-8m-Steel,W-102,560087,KSPDB-D-020301-P-26d5c2
P-173f31,13.022959,77.583444,F-02-03,D-020301,55,P-26d5c2,LT-9m-PCC,W-065,560066,KSPDB-D-020301-P-173f31
P-3366a6,13.02331,77.583245,F-02-03,D-020301,56,P-173f31,LT-9m-PCC,W-030,560092,KSPDB-D-020301-P-3366a6
P-b44d6e,13.023642,77.583021,F-02-03,D-020301,57,P-3366a6,LT-8m-Steel,W-028,560030,KSPDB-D-020301-P-b44d6e
P-9351d8,13.023251,77.583338,F-02-03,D-020301,58,P-173f31,LT-8m-Steel,W-078,560025,KSPDB-D-020301-P-9351d8
P-b1c173,13.02355,77.583272,F-02-03,D-020301,59,P-9351d8,LT-9m-Steel,W-030,560052,KSPDB-D-020301-P-b1c173
P-cf2011,13.023841,77.583261,F-02-03,D-020301,60,P-b1c173,LT-9m-Steel,W-015,560071,KSPDB-D-020301-P-cf2011
P-5d5d2c,13.024047,77.583239,F-02-03,D-020301,61,P-cf2011,LT-8m-Steel,W-027,560092,KSPDB-D-020301-P-5d5d2c
P-8c95f9,13.024332,77.583148,F-02-03,D-020301,62,P-5d5d2c,LT-8m-Steel,W-003,560026,KSPDB-D-020301-P-8c95f9
P-f79760,13.024613,77.58313,F-02-03,D-020301,63,P-8c95f9,LT-9m-Steel,W-076,560090,KSPDB-D-020301-P-f79760
P-04fdbc,13.024846,77.583024,F-02-03,D-020301,64,P-f79760,LT-9m-Steel,W-006,560028,KSPDB-D-020301-P-04fdbc
P-96410e,13.021904,77.609558,F-02-03,D-020302,,,LT-9m-PCC,W-022,560033,KSPDB-D-020302-P-96410e
P-d7d5c3,13.02175,77.609868,F-02-03,D-020302,,,LT-9m-Steel,W-052,560082,KSPDB-D-020302-P-d7d5c3
P-c7b7b4,13.021935,77.60992,F-02-03,D-020302,,,LT-9m-Steel,W-003,560094,KSPDB-D-020302-P-c7b7b4
P-4d49a5,13.022079,77.610003,F-02-03,D-020302,,,LT-8m-Steel,W-011,560087,KSPDB-D-020302-P-4d49a5
P-5113ff,13.02226,77.610074,F-02-03,D-020302,,,LT-8m-Steel,W-112,560038,KSPDB-D-020302-P-5113ff
P-73013d,13.021611,77.610225,F-02-03,D-020302,,,LT-8m-Steel,W-077,560084,KSPDB-D-020302-P-73013d
P-72617a,13.021452,77.610549,F-02-03,D-020302,,,LT-9m-PCC,W-080,560043,
P-5169f3,13.021259,77.610942,F-02-03,D-020302,,,LT-9m-PCC,W-093,560068,KSPDB-D-020302-P-5169f3
P-bf6747,13.021154,77.611232,F-02-03,D-020302,,,LT-9m-Steel,W-076,560058,KSPDB-D-020302-P-bf6747
